epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.413016478,0.113985678,1.243542367,0.48115942,0.236122768,1.121190285
1,0.483480997,0.272372565,1.100275134,0.48231884,0.278384779,1.065101856
2,0.500621015,0.327468252,1.057444834,0.514492753,0.341809161,1.03761571
3,0.501531837,0.364610521,1.035444437,0.498550725,0.417363779,1.02120871
4,0.514366151,0.380444745,1.0227893,0.523478261,0.34086396,1.009769334
5,0.512792912,0.388600392,1.008491812,0.54115942,0.394766629,0.983975778
6,0.516601805,0.40370705,0.999260931,0.541739131,0.417397124,0.97421479
7,0.522232343,0.400479017,0.988208495,0.542028986,0.412262688,0.976423399
8,0.52662085,0.408939078,0.983390465,0.543478261,0.42640515,0.966980086
9,0.532416991,0.423117583,0.971262737,0.559710145,0.451390292,0.974153401
10,0.535397864,0.425104149,0.964937867,0.535362319,0.466870523,0.96161075
11,0.536225884,0.441756518,0.96490999,0.537971015,0.435879433,0.942303358
12,0.543098452,0.437064579,0.955828984,0.551594203,0.47661317,0.931458833
13,0.542932848,0.450665408,0.946969396,0.556521739,0.479135122,0.921645986
14,0.538709945,0.463248167,0.943121023,0.555652174,0.478405529,0.917649271
15,0.544588888,0.458791688,0.935048183,0.571014492,0.451731974,0.913683691
16,0.547900969,0.463170911,0.932468498,0.546376811,0.457379069,0.918934266
17,0.549391405,0.46025085,0.926240869,0.556811594,0.473509957,0.90461308
18,0.558748034,0.474785543,0.918833087,0.588115942,0.455183591,0.902134925
19,0.553779912,0.470995363,0.916238551,0.568115942,0.474402225,0.901824248
20,0.563302145,0.468089945,0.907898284,0.588405797,0.478185106,0.886199668
21,0.564130165,0.474821364,0.903701316,0.588985507,0.446346557,0.886678069
22,0.572824377,0.480259516,0.898567714,0.596521739,0.486418981,0.873198232
23,0.575474042,0.482338744,0.8937421,0.599710145,0.50018961,0.875085861
24,0.573238387,0.486082692,0.892263052,0.590434782,0.491439242,0.8797893
25,0.573155585,0.483204971,0.894008754,0.582318841,0.516758803,0.875292122
26,0.579282935,0.488083251,0.885227924,0.606086957,0.512369708,0.861159971
27,0.584582264,0.498037175,0.882184494,0.592753623,0.494191783,0.87365987
28,0.584582264,0.497718116,0.87958151,0.586956521,0.513176013,0.892921473
29,0.580524965,0.491909534,0.880949805,0.585797101,0.460158837,0.865186497
30,0.585989898,0.494891639,0.875951487,0.613623188,0.543215414,0.876864962
31,0.584499462,0.505219763,0.875263347,0.593333334,0.4585704,0.858060104
32,0.587397533,0.503764431,0.873516458,0.605797101,0.513120141,0.852972318
33,0.580938975,0.508748648,0.8728987,0.60173913,0.534831728,0.846844044
34,0.589136375,0.510785269,0.865443087,0.601449276,0.554817434,0.843678551
35,0.589136375,0.52114144,0.867315205,0.620869565,0.545562211,0.839910331
36,0.592365654,0.510558783,0.864870764,0.638550725,0.527501325,0.847217188
37,0.59261406,0.51712851,0.865138444,0.617971014,0.538913183,0.838547293
38,0.597830587,0.519364326,0.860060955,0.622608695,0.551019505,0.837807301
39,0.596091745,0.520347245,0.858992999,0.586956521,0.520341806,0.860913985
40,0.595180922,0.518376991,0.863075537,0.597971014,0.52159087,0.854366943
41,0.598575805,0.521216008,0.856527059,0.590144927,0.500985786,0.830835383
42,0.603047114,0.520017193,0.853242211,0.611014493,0.536465753,0.828726277
43,0.602136292,0.519576446,0.855713982,0.592753623,0.513487553,0.841270868
44,0.6106649,0.531387254,0.853489419,0.597971014,0.535980781,0.837324631
45,0.602715906,0.520400433,0.853720002,0.648985507,0.543160958,0.823168276
46,0.612734951,0.522490422,0.847232418,0.645797102,0.52692241,0.824990964
47,0.614887803,0.527175418,0.845260521,0.657971014,0.565712734,0.816707486
48,0.614390991,0.537117525,0.845800663,0.619420289,0.519590965,0.821544913
49,0.613148961,0.525069557,0.850096084,0.622898551,0.585616267,0.817835209
50,0.610996108,0.52487568,0.846290197,0.627536232,0.581200624,0.834364006
51,0.616543844,0.528933971,0.843294022,0.64,0.593375424,0.836235244
52,0.620849549,0.537231952,0.844964959,0.596231884,0.524486991,0.824590435
53,0.615136209,0.540809015,0.842455771,0.655072464,0.573761116,0.81226883
54,0.623168005,0.537018772,0.84561627,0.627826087,0.561447632,0.81247386
55,0.621511965,0.541901438,0.838862662,0.632173913,0.559786521,0.812776946
56,0.61762027,0.545254358,0.837319321,0.641449276,0.569201917,0.813678047
57,0.625900472,0.540615145,0.837986047,0.608985507,0.499978593,0.822430997
58,0.623416411,0.547741745,0.835624134,0.628405797,0.521947718,0.82652078
59,0.619773123,0.545960746,0.83740563,0.645217392,0.567652134,0.803641345
60,0.620766747,0.541560109,0.836359883,0.632463768,0.567511957,0.831432238
61,0.629626563,0.555210961,0.83528524,0.631014492,0.595852646,0.81577994
62,0.627308106,0.552686528,0.831982382,0.626956521,0.590986763,0.807356008
63,0.622174381,0.555273021,0.829533461,0.639710145,0.57029112,0.810264447
64,0.63277304,0.569567406,0.82482238,0.634492753,0.580418455,0.796208587
65,0.639314399,0.573738046,0.820095577,0.632463768,0.604939597,0.792169661
66,0.629874969,0.575777104,0.825048794,0.64057971,0.608862877,0.794216778
67,0.639065993,0.587107461,0.815704399,0.657391305,0.581293457,0.788980873
68,0.645690155,0.595494339,0.807855292,0.644347826,0.590041804,0.793671312
69,0.64875383,0.60227056,0.801378898,0.587536232,0.583422707,0.80152476
70,0.645193343,0.598525332,0.803070065,0.62,0.601322309,0.790353983
71,0.627390908,0.582340235,0.820597065,0.677971014,0.64751924,0.774177435
72,0.648505424,0.613406951,0.789576023,0.646956521,0.61867858,0.769564619
73,0.642543678,0.606600825,0.794020177,0.679420289,0.632485274,0.755550762
74,0.64833982,0.614544462,0.783998237,0.675942029,0.602773561,0.765345361
75,0.65123789,0.603818742,0.791424548,0.689855073,0.612634813,0.760210289
76,0.645027739,0.609321562,0.791666913,0.66115942,0.595298346,0.777635886
77,0.653556347,0.614599405,0.782576857,0.637681159,0.629713685,0.778165348
78,0.654301565,0.614624009,0.781298804,0.639130434,0.604547019,0.768081898
79,0.657613646,0.619922354,0.774485444,0.67768116,0.64516197,0.75214058
80,0.656785626,0.619353976,0.774467167,0.655072463,0.617539733,0.784789715
81,0.657696448,0.623590441,0.771992085,0.673623189,0.63971421,0.744027454
82,0.667798294,0.63641011,0.757468322,0.685797101,0.643646011,0.731921634
83,0.642295272,0.600281704,0.793057297,0.684637681,0.648236139,0.735194663
84,0.664320609,0.633376991,0.75868717,0.666376811,0.622727757,0.745765599
85,0.660677321,0.633435041,0.757717044,0.661449275,0.629722115,0.731535865
86,0.65653722,0.625466149,0.763052678,0.683768116,0.643135199,0.72691051
87,0.66721868,0.63103932,0.756726547,0.668985507,0.645344489,0.726437799
88,0.650989484,0.618849128,0.772248561,0.679710145,0.635435132,0.758333859
89,0.662084955,0.628296019,0.758005088,0.666666666,0.649436233,0.735102254
90,0.659683696,0.631900857,0.762350928,0.651884058,0.619027667,0.76243541
91,0.659269686,0.629093307,0.75695424,0.686376811,0.640807991,0.732298385
